epoch,accuracy,loss,val_accuracy,val_loss
0,0.714340090751648,0.7770043611526489,0.7705819010734558,0.6182701587677002
1,0.7658064365386963,0.6346799731254578,0.7680898308753967,0.6157734990119934
2,0.779806911945343,0.5925530791282654,0.8068857192993164,0.5222660899162292
3,0.7899035811424255,0.5658261775970459,0.8026347160339355,0.5242624878883362
4,0.797020673751831,0.5470004081726074,0.8072944283485413,0.5032153129577637
5,0.8024616837501526,0.5322646498680115,0.8236533999443054,0.4792378544807434
6,0.8070706129074097,0.520840585231781,0.8251879215240479,0.47006696462631226
7,0.8114151358604431,0.5096397399902344,0.8318949341773987,0.453335165977478
8,0.8138925433158875,0.5012954473495483,0.8254804015159607,0.4567108452320099
9,0.8167826533317566,0.49451932311058044,0.8317868113517761,0.4524724781513214
10,0.8197075128555298,0.4874020516872406,0.8272352814674377,0.45109823346138
11,0.8216052651405334,0.4812341332435608,0.8402888178825378,0.42942866683006287
12,0.8243738412857056,0.4751844108104706,0.8301520943641663,0.4439413547515869
13,0.8258923888206482,0.4714147448539734,0.8395275473594666,0.4274500012397766
14,0.8281574249267578,0.4655713438987732,0.8435461521148682,0.4183047413825989
15,0.8292272090911865,0.46140554547309875,0.8416430354118347,0.41940170526504517
16,0.8308271765708923,0.4574558436870575,0.8465631604194641,0.4138471484184265
17,0.8323323726654053,0.454220175743103,0.848658561706543,0.40726542472839355
18,0.8342194557189941,0.44961613416671753,0.8525970578193665,0.39948907494544983
19,0.8352104425430298,0.447049617767334,0.8537469506263733,0.39387059211730957
20,0.8358554840087891,0.4448085427284241,0.8429772257804871,0.41502106189727783
21,0.8366848826408386,0.44179871678352356,0.8428329825401306,0.41612929105758667
22,0.8387389183044434,0.437540203332901,0.8383576273918152,0.4172789454460144
23,0.8392304182052612,0.43606945872306824,0.8475447297096252,0.40539541840553284
24,0.8397793173789978,0.43389609456062317,0.853915274143219,0.398542582988739
25,0.841158926486969,0.4301006495952606,0.8553656339645386,0.3904035985469818
26,0.841769278049469,0.4289914071559906,0.8433858752250671,0.4089846611022949
27,0.8428149819374084,0.4266444146633148,0.8497804403305054,0.3985738158226013
28,0.8431582450866699,0.4250876307487488,0.857553243637085,0.3838413953781128
29,0.8436577320098877,0.4231915771961212,0.8546324372291565,0.38799938559532166
30,0.8446339964866638,0.4218573570251465,0.8461865186691284,0.39750340580940247
31,0.8453658819198608,0.42028239369392395,0.8471400737762451,0.40034669637680054
32,0.8462246060371399,0.4171026349067688,0.853430449962616,0.38643476366996765
33,0.8463408350944519,0.41691532731056213,0.8582103252410889,0.38223281502723694
34,0.8471581935882568,0.4146555960178375,0.8558865189552307,0.38153591752052307
35,0.8476523160934448,0.4135642945766449,0.8612513542175293,0.3768599331378937
36,0.8481277823448181,0.4119832515716553,0.8523807525634766,0.38504815101623535
37,0.8484576344490051,0.4108378291130066,0.8529897332191467,0.38920146226882935
38,0.8490425944328308,0.40929919481277466,0.8557983636856079,0.3815060257911682
39,0.849520742893219,0.4089300036430359,0.8632466197013855,0.3694198429584503
40,0.8500669598579407,0.40688854455947876,0.8535826802253723,0.38433533906936646
41,0.8506051898002625,0.4064578711986542,0.8499847650527954,0.39455682039260864
42,0.8512569665908813,0.40485942363739014,0.8479494452476501,0.39684221148490906
43,0.851032555103302,0.4036199450492859,0.8540354371070862,0.379507839679718
44,0.8517431020736694,0.4023973047733307,0.8573929667472839,0.37438029050827026
45,0.8519380688667297,0.40190589427948,0.8576734662055969,0.37381884455680847
46,0.8525243997573853,0.4003039002418518,0.8487547636032104,0.3904270529747009
47,0.8526953458786011,0.39982569217681885,0.8616600036621094,0.37163692712783813
48,0.8530906438827515,0.3985256254673004,0.8503093123435974,0.3900877833366394
49,0.8535513877868652,0.39787575602531433,0.8545803427696228,0.3830791711807251
50,0.8533684015274048,0.39698439836502075,0.851507306098938,0.38440531492233276
51,0.8538185358047485,0.39621561765670776,0.8602096438407898,0.37100014090538025
52,0.8542325496673584,0.39532971382141113,0.8531780242919922,0.3828129768371582
53,0.8549844622612,0.3938812017440796,0.8498725891113281,0.3848212957382202
54,0.8548495173454285,0.3936803638935089,0.8482699394226074,0.3961615264415741
55,0.8548949360847473,0.39327356219291687,0.8499687314033508,0.3836786448955536
56,0.8554211854934692,0.39171648025512695,0.8562591075897217,0.37608954310417175
57,0.8553730845451355,0.3919553756713867,0.8455254435539246,0.3932160437107086
58,0.855925977230072,0.3910553455352783,0.8385699391365051,0.41625240445137024
59,0.8560141324996948,0.3900448977947235,0.8476128578186035,0.38945651054382324
60,0.8564295172691345,0.38927119970321655,0.8593201637268066,0.37220537662506104
61,0.8566605448722839,0.3893432021141052,0.848814845085144,0.38694673776626587
62,0.8573910593986511,0.38731926679611206,0.8488990068435669,0.3892170190811157
63,0.8569115996360779,0.38722512125968933,0.844535768032074,0.39657050371170044
64,0.8574658632278442,0.38717082142829895,0.868367075920105,0.355048805475235
65,0.8580802083015442,0.3843322992324829,0.8514912724494934,0.3810935914516449
66,0.8575286269187927,0.38592976331710815,0.8459581136703491,0.391127347946167
67,0.8575233221054077,0.3856074810028076,0.861555814743042,0.36703842878341675
68,0.8587466478347778,0.3842812776565552,0.8542678356170654,0.37788841128349304
69,0.8584781885147095,0.3835793733596802,0.8474926948547363,0.38990452885627747
70,0.8584862351417542,0.38347041606903076,0.8440750241279602,0.4016924202442169
71,0.858983039855957,0.38235464692115784,0.8547165989875793,0.3784303665161133
72,0.8590564727783203,0.3824494779109955,0.841915488243103,0.4068729281425476
73,0.8590044379234314,0.38250231742858887,0.8414627313613892,0.4045708477497101
74,0.8587853908538818,0.38160043954849243,0.8475567698478699,0.386886328458786
75,0.8601943850517273,0.38063284754753113,0.8501410484313965,0.3833206593990326
76,0.8598257899284363,0.3798690438270569,0.8463428020477295,0.39129146933555603
77,0.8596561551094055,0.37924519181251526,0.846735417842865,0.3951041102409363
78,0.8599793314933777,0.37929558753967285,0.8444116115570068,0.39902353286743164
79,0.8608875274658203,0.37826433777809143,0.8421398401260376,0.40375980734825134
80,0.8606951832771301,0.37816256284713745,0.8574370741844177,0.37155666947364807
81,0.8605709671974182,0.3784691393375397,0.8482779860496521,0.39203009009361267
82,0.8606484532356262,0.3778688609600067,0.8464990258216858,0.39208319783210754
83,0.8609288930892944,0.3770294487476349,0.8497243523597717,0.38482236862182617
84,0.8608127236366272,0.3773246705532074,0.8452690243721008,0.39779335260391235
85,0.86110919713974,0.3756072521209717,0.8473924994468689,0.3880641460418701
86,0.8613696694374084,0.37527456879615784,0.8582664132118225,0.3724391758441925
87,0.8614203929901123,0.3754808008670807,0.8413985967636108,0.4066137373447418
88,0.8614965081214905,0.37403368949890137,0.8424884080886841,0.40410923957824707
89,0.8621108531951904,0.37393099069595337,0.8497844338417053,0.3789370656013489
90,0.8621629476547241,0.37413185834884644,0.8412063121795654,0.414772629737854
91,0.8621683120727539,0.3739548921585083,0.8512348532676697,0.3801542818546295
92,0.8621082305908203,0.373960018157959,0.8426967859268188,0.4095757007598877
