epoch,accuracy,loss,val_accuracy,val_loss
0,0.708789587020874,0.791610836982727,0.7747087478637695,0.6071548461914062
1,0.7666892409324646,0.6329184174537659,0.7749971747398376,0.586265504360199
2,0.7802008986473083,0.5931753516197205,0.8094980716705322,0.5210860967636108
3,0.7892117500305176,0.5689032077789307,0.8095220923423767,0.514374315738678
4,0.7965211868286133,0.5502336621284485,0.8129196763038635,0.49704432487487793
5,0.801176905632019,0.5364207625389099,0.8179680109024048,0.48807239532470703
6,0.8054145574569702,0.5244768261909485,0.8287938237190247,0.46687835454940796
7,0.8099313378334045,0.5133131742477417,0.8202918171882629,0.4812951385974884
8,0.8125717043876648,0.5046814680099487,0.8266903758049011,0.4575601816177368
9,0.8157035708427429,0.4969125986099243,0.835060179233551,0.4522331953048706
10,0.8186337351799011,0.490036278963089,0.8286455869674683,0.4562993347644806
11,0.8205541968345642,0.4844086468219757,0.8414707183837891,0.4288901686668396
12,0.8229728937149048,0.47806113958358765,0.8383055329322815,0.43401387333869934
13,0.8249722123146057,0.47369447350502014,0.8423401713371277,0.4246196448802948
14,0.8269781470298767,0.46804600954055786,0.8394233584403992,0.43223100900650024
15,0.828548789024353,0.4637675881385803,0.8466713428497314,0.41268306970596313
16,0.8295651078224182,0.460336297750473,0.8470679521560669,0.41253355145454407
17,0.8312946557998657,0.45693033933639526,0.8539553284645081,0.4048239290714264
18,0.832511305809021,0.4524109661579132,0.8516435027122498,0.4028301239013672
19,0.8344197869300842,0.44922417402267456,0.8534865379333496,0.39835429191589355
20,0.8349834084510803,0.4473590850830078,0.8393672704696655,0.42355605959892273
21,0.8357179164886475,0.44369474053382874,0.8462225794792175,0.41081053018569946
22,0.8374328017234802,0.44069522619247437,0.8378327488899231,0.42163902521133423
23,0.8381352424621582,0.4384739100933075,0.8523446917533875,0.39775288105010986
24,0.8390421271324158,0.4350874423980713,0.8548247218132019,0.39106523990631104
25,0.8403322100639343,0.43292272090911865,0.8568681478500366,0.38655316829681396
26,0.8409852981567383,0.431326299905777,0.8485303521156311,0.40132835507392883
27,0.8419976234436035,0.4290262460708618,0.8469477891921997,0.4034896790981293
28,0.8423582315444946,0.42799392342567444,0.8585749268531799,0.3837059438228607
29,0.8427188396453857,0.42572492361068726,0.8525169491767883,0.39360326528549194
30,0.8433772325515747,0.4244396686553955,0.8409739136695862,0.4098482131958008
31,0.8442881107330322,0.4219740927219391,0.8522524833679199,0.3918820917606354
32,0.8441972732543945,0.42083534598350525,0.8590757846832275,0.3795986771583557
33,0.8448516726493835,0.4196408689022064,0.8586831092834473,0.38090845942497253
34,0.8459094166755676,0.4172760546207428,0.8626295924186707,0.372966468334198
35,0.8462420105934143,0.41612643003463745,0.8650816679000854,0.3691715598106384
36,0.8472903966903687,0.41398370265960693,0.8550010323524475,0.3885937035083771
37,0.8474867343902588,0.4133358597755432,0.860369861125946,0.37798750400543213
38,0.8477525115013123,0.4116120934486389,0.851431131362915,0.3961683213710785
39,0.8482720255851746,0.4112628102302551,0.8572167158126831,0.3821757435798645
40,0.8489758372306824,0.40905898809432983,0.859752893447876,0.37466365098953247
41,0.8492509722709656,0.40849336981773376,0.8552975058555603,0.38438260555267334
42,0.850212574005127,0.40681180357933044,0.8443314433097839,0.40341314673423767
43,0.8502606153488159,0.4056452512741089,0.8507820963859558,0.39148542284965515
44,0.8499788045883179,0.40535610914230347,0.857344925403595,0.3802322745323181
45,0.8512622714042664,0.40384021401405334,0.864608883857727,0.3635207414627075
46,0.8509097099304199,0.40291494131088257,0.8569602966308594,0.3804923892021179
47,0.8515400886535645,0.40231776237487793,0.8640679717063904,0.367755651473999
48,0.8519541025161743,0.4009605050086975,0.8602136373519897,0.3712323009967804
49,0.8524656295776367,0.40017959475517273,0.8622649908065796,0.3703187108039856
50,0.8525336980819702,0.39886781573295593,0.8582704067230225,0.37482330203056335
51,0.8529945015907288,0.39854034781455994,0.860121488571167,0.37201055884361267
52,0.8531360626220703,0.3973749577999115,0.8502972722053528,0.3909519910812378
53,0.853639543056488,0.39670252799987793,0.8539793491363525,0.38366350531578064
54,0.8542912602424622,0.3958025276660919,0.8529736995697021,0.3854568600654602
55,0.8541123270988464,0.39487224817276,0.849716305732727,0.39255866408348083
56,0.8547266721725464,0.39358165860176086,0.8575732707977295,0.37528476119041443
57,0.8550445437431335,0.3930104076862335,0.8483580946922302,0.39422696828842163
58,0.8547012805938721,0.3934327960014343,0.8387022018432617,0.40862107276916504
59,0.855270266532898,0.39160701632499695,0.8601976037025452,0.3709551692008972
60,0.8557857871055603,0.3910609781742096,0.8642322421073914,0.36602869629859924
61,0.8557750582695007,0.3904770314693451,0.8596006035804749,0.3721280097961426
62,0.8562905788421631,0.3898339569568634,0.8598490357398987,0.3710190951824188
63,0.856051504611969,0.3886030912399292,0.8569242358207703,0.375021755695343
64,0.8564454913139343,0.38868123292922974,0.8695850968360901,0.3524743318557739
65,0.8569383025169373,0.3874933123588562,0.8552094101905823,0.37878966331481934
66,0.8571052551269531,0.3872128129005432,0.8501771092414856,0.3883582353591919
67,0.8570131063461304,0.3868708908557892,0.8599892854690552,0.37115707993507385
68,0.8571827411651611,0.3866550326347351,0.8546845316886902,0.3795818090438843
69,0.8574952483177185,0.38538211584091187,0.8517997860908508,0.3852015435695648
70,0.8579934239387512,0.3850794732570648,0.8568881750106812,0.3760742247104645
71,0.8581429719924927,0.3846043348312378,0.8653140664100647,0.36135008931159973
72,0.8580788969993591,0.3843914866447449,0.8524688482284546,0.3835943639278412
