epoch,accuracy,loss,val_accuracy,val_loss
0,0.6867388486862183,0.9427443742752075,0.7364559173583984,1.0129112005233765
1,0.7810971140861511,0.6437622308731079,0.8043715953826904,0.6220234632492065
2,0.7998334765434265,0.5805206894874573,0.8087431788444519,0.5570071339607239
3,0.8109711408615112,0.5446022748947144,0.8287275433540344,0.503959596157074
4,0.8172166347503662,0.5163549184799194,0.8345043063163757,0.482408732175827
5,0.825387716293335,0.4972839951515198,0.8371584415435791,0.470824271440506
6,0.8342875242233276,0.48260363936424255,0.8410616517066956,0.45842939615249634
7,0.8326220512390137,0.4712600111961365,0.8423106670379639,0.4472688138484955
8,0.8389715552330017,0.459177702665329,0.8426229357719421,0.44721484184265137
9,0.8432913422584534,0.44644224643707275,0.8468384146690369,0.42991867661476135
10,0.8461018204689026,0.436354398727417,0.8533957600593567,0.4227423071861267
11,0.8488081693649292,0.43121281266212463,0.8540202975273132,0.41272446513175964
12,0.8532320261001587,0.4212045967578888,0.8554254770278931,0.4145946204662323
13,0.8551056385040283,0.4157346785068512,0.859172523021698,0.4034345746040344
14,0.8561986088752747,0.40926817059516907,0.8543325662612915,0.40599921345710754
15,0.8563026785850525,0.4037105143070221,0.8524590134620667,0.40681546926498413
16,0.8592692613601685,0.3995179831981659,0.858704149723053,0.39559194445610046
17,0.8637972474098206,0.3920000493526459,0.8602654337882996,0.3861537277698517
18,0.8647860884666443,0.3870304822921753,0.8613582849502563,0.38590532541275024
19,0.8680129051208496,0.38262709975242615,0.8658860325813293,0.38262492418289185
20,0.8680649399757385,0.38025638461112976,0.8654176592826843,0.3809258043766022
21,0.8692099452018738,0.3731968402862549,0.8643247485160828,0.37935981154441833
22,0.8712917566299438,0.3711037337779999,0.8674473166465759,0.374174565076828
23,0.8721244931221008,0.36585214734077454,0.867915689945221,0.37463048100471497
24,0.8742583394050598,0.3628695011138916,0.8690086007118225,0.36748000979423523
25,0.8730612993240356,0.36076441407203674,0.8716627359390259,0.3704557418823242
26,0.8774331212043762,0.3535848557949066,0.8708820939064026,0.37205812335014343
27,0.8751431107521057,0.3556455671787262,0.8699453473091125,0.37138786911964417
28,0.878369927406311,0.34911805391311646,0.865105390548706,0.36993587017059326
29,0.8778494596481323,0.34631967544555664,0.868852436542511,0.36190223693847656
30,0.880035400390625,0.3436489999294281,0.8597970604896545,0.3767510950565338
31,0.8805558681488037,0.33912038803100586,0.8713505268096924,0.36269503831863403
32,0.8833142518997192,0.3365122377872467,0.8724433779716492,0.3620368242263794
33,0.8847194910049438,0.33232423663139343,0.8760343194007874,0.35506951808929443
34,0.882949948310852,0.33251330256462097,0.8760343194007874,0.3543317914009094
35,0.886749267578125,0.32691386342048645,0.8774394989013672,0.351184606552124
36,0.88721764087677,0.3249405026435852,0.8725995421409607,0.3629398047924042
37,0.8884146809577942,0.3200734257698059,0.8750975728034973,0.3499266505241394
38,0.888883113861084,0.3205718994140625,0.8802497982978821,0.35224610567092896
39,0.8898199200630188,0.316976398229599,0.8802497982978821,0.3453857898712158
40,0.8896117210388184,0.31581375002861023,0.8822794556617737,0.3409463167190552
41,0.8925262689590454,0.31038719415664673,0.8708820939064026,0.35757648944854736
42,0.891797661781311,0.3071368932723999,0.8741608262062073,0.3476816415786743
43,0.8943478465080261,0.3045467436313629,0.8810304403305054,0.34154683351516724
44,0.8952847123146057,0.30248531699180603,0.8819671869277954,0.3397671580314636
45,0.8956490159034729,0.3037022352218628,0.8816549777984619,0.3432304859161377
46,0.8958051204681396,0.2994542717933655,0.8811865448951721,0.3397533595561981
47,0.8951805830001831,0.30083706974983215,0.8854020237922668,0.3290848433971405
48,0.8973665237426758,0.29516661167144775,0.8638563752174377,0.3719303607940674
49,0.8987196683883667,0.2926722466945648,0.8850897550582886,0.3289112448692322
